קרנות נאמנות|מספר ני\"ע|11|ASHMORE EM Debt Local Currency- Ashmore|LU0493866213|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|12|PIMCO EM Debt Local Currency- PIMCO|IE00B29K0P99|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|13|IGS-EMERG MKT CORP DEBT-IUSD- INVESTEC|LU0611395327|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|14|Kotak Indian Fixed Income Fund- KOTAK MAHINDRA BANK LTD|MU0381S00022|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|15|NB EMERG MKTS DBT-BL F-USDI2- NEUBERGER BERMA|IE00BMN93423|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|16|UTI Indian Fixed Income Fund- UTI International Singapore|IE00B87MVW30|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|17|NORDEA 1 EUR HGH YLD-BI-EUR- NORDEA  BANK|LU0141799097|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|18|CS Nova Loans Fund- CREDIT SUISSE|LU0635707705|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|19|Neuberger Berman High Yield Bonds- NEUBERGER BERMA|IE00B12VW565|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|20|STONE HARBOR Leveraged Loans Fund- STONE HARBOR|IE00B2R8J471|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|21|BARINGS GLOBAL INVESTMENT FUND - Massachusetts Mutual Life Insu|IE00B3M6PL25|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|22|CVC CREDIT PARTNERS EUROPEAN- CVC Credit Partners Ltd|JE00B9G79F59|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|23|ACADIAN EURO EQTY UCITS- Acadian European Equity UCITS|IE00B138F130|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|24|ALPHA GLOBAL CL- Alpha Global L.P|KYG3931Q1293|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|25|AQR Emerging Equities- AQR UCITS EMERG|LU0977235752|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|26|COLCHIS P2P INCOME FUND- Colchis Capital Management|555888222|ABR|[TypeError("'>=' not supported between instances of 'str' and 'int'",)]
קרנות נאמנות|מספר ני\"ע|27|COMGEST GWTH GRT EUR O-EURIA- COMGEST SA|IE00BHWQNN83|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|28|Constellation Class A- CONSTELLATION|kyg238261294|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|29|Constellation- CONSTELLATION|KYG238261294|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|30|CONSTELLATION- CONSTELLATION|KYG238261294|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|31|GAM Continental Europe- GAM STAR|IE00B8Q8GH20|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|32|GSTECZU ID- GAM STAR|IE00B3T0V975|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|33|ION ISRAEL FEEDER- ION|KYG4936J1022|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|34|ION Israel Fund- ION|KYG4936J1022|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|35|KOTAK FUNDS-IND MIDCP-JA USD- Kotak Funds - India Midcap|LU0675383409|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|36|L1 Australian Equities- L1 Capital Australian Equities|AU60LCP00016|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|37|Memnon European Equities- MEMNON|lu0578133935|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|38|Neuberger Berman China- NEUBERGER BERMA|KYG643101168|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|39|PRESTIGE ALT FI- Prestige Select Finance Fund|KYG722711853|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|40|PRESTIGE ALT FINANCE LTD-USD- Prestige Select Finance Fund|KYG722711028|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|41|RAM LUX SYS-EMER MKTS EQ-IP- RAM Lux Systematic Funds|LU0704154458|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|42|Rothschild  Europe  Synergy- SAINT HONORE|FR0012188282|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|43|SPARX JAPAN FUND PLC-JPY A- SPARX Japan Fund|IE0067168280|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|44|Sphera Global Healthcare- sphera|KYG8347N1640|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|45|SPHERA GLOBAL HEALTHCARE-G- sphera|KYG8347N1640|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|46|TNGTEAU LX- Threadneedle Lux|LU0444971666|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|47|Tokio Marine Japanese Equity- TOKIO MARINE|IE00B4L8RV03|ABR|['The provided value is not an integer.']
קרנות נאמנות|מספר ני\"ע|48|קרן SPHERA HEALTH CARE G - sphera|KYG8347N1640|ABR|['The provided value is not an integer.']
